transaction_id,customer_id,merchant_id,amount,transaction_hour,transaction_day,payment_method,location,device_type
TXN100369,C1215,M556,4171.23,18,30,Debit Card,Delhi,POS Terminal
TXN100370,C1169,M531,2039.55,17,8,UPI,Bengaluru,Web
TXN100371,C1251,M562,4498.85,12,25,Net Banking,Bengaluru,Web
TXN100372,C1359,M511,5615.8,18,5,Debit Card,Pune,POS Terminal
TXN100373,C1321,M562,843.06,12,30,UPI,Bengaluru,iOS
TXN100374,C1054,M576,297.35,17,15,UPI,Mumbai,iOS
TXN100375,C1455,M500,1185.23,16,26,UPI,Mumbai,Web
TXN100376,C1431,M550,3024.31,9,2,Credit Card,Mumbai,Android
TXN100377,C1090,M569,4105.61,18,5,Net Banking,Ahmedabad,POS Terminal
TXN100378,C1277,M507,1165.24,14,10,Credit Card,Bengaluru,POS Terminal
TXN100379,C1100,M567,5442.52,9,30,UPI,Mumbai,iOS
TXN100380,C1154,M504,6353.68,6,19,Debit Card,Mumbai,Android
TXN100381,C1376,M538,1179.74,14,14,Debit Card,Ahmedabad,iOS
TXN100382,C1348,M522,1572.44,17,27,Credit Card,Mumbai,iOS
TXN100383,C1450,M567,5559.61,12,30,Net Banking,Bengaluru,Web
TXN100384,C1363,M551,2310.99,13,13,UPI,Pune,POS Terminal
TXN100385,C1140,M503,7795.2,17,14,Net Banking,Ahmedabad,Web
TXN100386,C1172,M546,1973.63,12,4,Credit Card,Kolkata,Web
TXN100387,C1009,M520,1245.62,15,7,Debit Card,Bengaluru,Android
TXN100388,C1227,M555,3663.46,10,18,Debit Card,Bengaluru,POS Terminal
TXN100389,C1264,M565,2302.08,15,30,Credit Card,Pune,Android
TXN100390,C1437,M558,2154.64,13,6,UPI,Mumbai,Android
TXN100391,C1247,M506,1738.3,12,15,Credit Card,Hyderabad,Web
TXN100392,C1246,M548,2554.35,12,11,Credit Card,Hyderabad,iOS
TXN100393,C1154,M515,3582.56,10,17,Credit Card,Bengaluru,POS Terminal
TXN100394,C1033,M516,459.68,18,10,UPI,Pune,iOS
TXN100395,C1498,M574,1423.98,19,16,UPI,Kolkata,POS Terminal
TXN100396,C1128,M533,1473.12,7,19,Debit Card,Mumbai,iOS
TXN100397,C1159,M532,1673.04,14,11,Net Banking,Mumbai,Web
TXN100398,C1088,M525,28936.3,1,7,UPI,Delhi,POS Terminal
TXN100399,C1092,M565,5339.63,15,27,UPI,Kolkata,iOS
TXN100400,C1326,M562,3280.73,16,28,UPI,Hyderabad,iOS
TXN100401,C1240,M540,2073.63,23,21,Credit Card,Hyderabad,POS Terminal
TXN100402,C1322,M557,444.04,18,28,Net Banking,Ahmedabad,Android
TXN100403,C1467,M578,1198.65,21,24,Debit Card,Kolkata,Android
TXN100404,C1403,M509,1447.51,10,23,Debit Card,Mumbai,POS Terminal
TXN100405,C1116,M514,2082.38,10,23,Credit Card,Pune,Web
TXN100406,C1093,M541,1671.02,15,14,Debit Card,Chennai,POS Terminal
TXN100407,C1162,M556,2049.58,20,1,Credit Card,Bengaluru,POS Terminal
TXN100408,C1098,M516,2631.45,15,17,Credit Card,Bengaluru,iOS
TXN100409,C1112,M559,2670.0,16,29,UPI,Hyderabad,Web
TXN100410,C1358,M508,4935.75,14,22,UPI,Mumbai,Android
TXN100411,C1090,M535,1874.26,19,13,UPI,Pune,iOS
TXN100412,C1345,M572,872.05,15,8,Net Banking,Hyderabad,iOS
TXN100413,C1205,M579,5727.71,11,19,Net Banking,Bengaluru,Android
TXN100414,C1016,M535,4548.73,23,24,Debit Card,Mumbai,iOS
TXN100415,C1273,M547,3462.29,19,8,Net Banking,Kolkata,Web
TXN100416,C1172,M550,2164.43,15,17,UPI,Kolkata,iOS
TXN100417,C1115,M569,2062.48,22,27,Net Banking,Delhi,Android
TXN100418,C1348,M573,1199.35,19,5,Debit Card,Mumbai,Android
TXN100419,C1467,M579,1003.55,18,25,UPI,Kolkata,Web
TXN100420,C1180,M567,1616.38,17,11,Net Banking,Kolkata,Web
TXN100421,C1090,M521,2809.83,17,26,UPI,Pune,POS Terminal
TXN100422,C1081,M576,1604.15,19,14,Debit Card,Hyderabad,POS Terminal
TXN100423,C1323,M579,1630.95,15,10,Debit Card,Kolkata,Android
TXN100424,C1448,M505,1090.5,11,27,UPI,Delhi,Web
TXN100425,C1113,M525,6470.65,12,12,Credit Card,Delhi,Android
TXN100426,C1256,M574,1551.37,7,3,Debit Card,Bengaluru,Web
TXN100427,C1057,M502,5272.49,15,9,Net Banking,Pune,Android
TXN100428,C1153,M551,1904.11,13,29,Debit Card,Chennai,Web
TXN100429,C1364,M573,1790.26,17,11,UPI,Chennai,Web
TXN100430,C1403,M559,1333.87,23,9,UPI,Mumbai,POS Terminal
TXN100431,C1115,M562,31787.34,4,1,Debit Card,Kolkata,POS Terminal
TXN100432,C1342,M564,3584.83,7,18,UPI,Delhi,POS Terminal
TXN100433,C1265,M551,4675.06,13,3,Credit Card,Delhi,Web
TXN100434,C1314,M575,1734.52,11,14,Debit Card,Chennai,Web
TXN100435,C1202,M513,5069.73,11,4,Credit Card,Chennai,POS Terminal
TXN100436,C1040,M571,4294.34,16,28,Debit Card,Kolkata,POS Terminal
TXN100437,C1104,M567,2836.46,19,5,Credit Card,Delhi,iOS
TXN100438,C1388,M527,2482.71,16,21,Net Banking,Ahmedabad,Android
TXN100439,C1377,M570,2929.95,16,10,UPI,Chennai,POS Terminal
TXN100440,C1192,M509,3450.91,14,27,UPI,Kolkata,Android
TXN100441,C1400,M556,1230.73,22,5,Debit Card,Pune,iOS
TXN100442,C1277,M565,1422.27,15,3,Debit Card,Bengaluru,Web
TXN100443,C1353,M549,2638.87,16,22,Credit Card,Kolkata,Web
TXN100444,C1236,M513,2730.56,15,20,UPI,Ahmedabad,Android
TXN100445,C1424,M515,837.47,13,9,UPI,Delhi,Android
TXN100446,C1220,M553,3494.56,12,12,Credit Card,Kolkata,Android
TXN100447,C1067,M542,641.99,19,2,Net Banking,Ahmedabad,iOS
TXN100448,C1196,M541,3258.57,16,11,Net Banking,Pune,Android
TXN100449,C1255,M521,535.99,13,1,Net Banking,Kolkata,POS Terminal
TXN100450,C1138,M567,3462.32,6,23,Debit Card,Kolkata,POS Terminal
TXN100451,C1311,M518,1540.33,13,16,Credit Card,Kolkata,iOS
TXN100452,C1434,M565,3534.74,20,25,Credit Card,Pune,iOS
TXN100453,C1148,M538,3653.54,21,26,Net Banking,Pune,Android
TXN100454,C1098,M572,2854.41,18,25,Credit Card,Bengaluru,Android
TXN100455,C1075,M518,3226.7,18,3,Credit Card,Mumbai,Android
TXN100456,C1281,M515,350.38,10,28,Net Banking,Mumbai,Web
TXN100457,C1370,M553,3821.08,9,27,Debit Card,Hyderabad,Web
TXN100458,C1402,M524,1980.08,19,13,Credit Card,Delhi,POS Terminal
TXN100459,C1108,M517,1461.28,20,15,UPI,Delhi,Web
TXN100460,C1187,M522,2747.55,18,1,Debit Card,Hyderabad,Android
TXN100461,C1198,M510,1137.41,17,25,Credit Card,Delhi,iOS
TXN100462,C1302,M538,5716.9,16,23,Credit Card,Bengaluru,iOS
TXN100463,C1326,M567,4551.42,15,24,UPI,Hyderabad,POS Terminal
TXN100464,C1153,M524,1195.29,12,27,Credit Card,Chennai,Web
TXN100465,C1039,M562,3881.1,14,16,UPI,Pune,iOS
TXN100466,C1132,M529,4139.16,16,15,UPI,Mumbai,Web
TXN100467,C1404,M544,2145.46,16,6,Credit Card,Bengaluru,iOS
TXN100468,C1461,M560,1932.15,15,26,Debit Card,Bengaluru,Android
TXN100469,C1131,M550,1637.94,11,22,Debit Card,Mumbai,Android
TXN100470,C1278,M508,1998.42,17,27,Credit Card,Pune,iOS
TXN100471,C1361,M575,3174.84,22,15,Credit Card,Ahmedabad,Web
TXN100472,C1083,M501,2762.55,12,20,Net Banking,Mumbai,Android
TXN100473,C1398,M504,2069.34,12,18,Net Banking,Delhi,iOS
TXN100474,C1241,M561,1863.72,13,17,Net Banking,Mumbai,Web
TXN100475,C1115,M568,2150.04,9,14,Debit Card,Delhi,iOS
TXN100476,C1108,M551,2143.92,20,22,Net Banking,Delhi,Web
TXN100477,C1220,M504,3780.0,8,25,Credit Card,Kolkata,iOS
TXN100478,C1391,M558,3268.23,8,26,Credit Card,Bengaluru,iOS
TXN100479,C1040,M567,5419.66,16,26,UPI,Kolkata,Android
TXN100480,C1367,M508,3852.34,16,18,Debit Card,Chennai,POS Terminal
TXN100481,C1146,M521,1336.68,11,17,Net Banking,Mumbai,Web
TXN100482,C1111,M526,1587.5,14,1,UPI,Kolkata,Android
TXN100483,C1102,M509,7126.72,17,14,Debit Card,Ahmedabad,Android
TXN100484,C1045,M579,1566.85,11,7,UPI,Hyderabad,POS Terminal
TXN100485,C1411,M560,2008.55,13,30,Debit Card,Hyderabad,Android
TXN100486,C1493,M550,2877.2,15,1,Debit Card,Mumbai,iOS
TXN100487,C1474,M509,4588.92,9,25,UPI,Bengaluru,POS Terminal
TXN100488,C1323,M505,2296.9,18,25,Net Banking,Kolkata,iOS
TXN100489,C1377,M561,2478.1,8,27,Credit Card,Chennai,Android
TXN100490,C1270,M504,6080.17,16,3,Net Banking,Hyderabad,Web
TXN100491,C1482,M569,2149.19,10,11,Debit Card,Delhi,iOS
TXN100492,C1420,M562,2996.47,18,18,Credit Card,Pune,Android
TXN100493,C1384,M555,1779.33,15,25,Credit Card,Mumbai,POS Terminal
TXN100494,C1194,M558,2264.48,19,30,Net Banking,Mumbai,iOS
TXN100495,C1366,M562,41515.01,1,14,Net Banking,Ahmedabad,Android
TXN100496,C1279,M558,3251.56,16,3,Net Banking,Hyderabad,iOS
TXN100497,C1282,M550,2847.57,13,2,UPI,Kolkata,Android
TXN100498,C1039,M549,4977.28,16,20,Credit Card,Pune,POS Terminal
TXN100499,C1446,M503,2901.98,19,15,Credit Card,Delhi,Web
TXN100500,C1188,M547,1530.9,12,7,Debit Card,Ahmedabad,Web
TXN100501,C1163,M531,4400.04,16,13,Debit Card,Bengaluru,Web
TXN100502,C1481,M550,2284.51,15,4,Debit Card,Delhi,POS Terminal
TXN100503,C1476,M551,1739.92,9,8,Net Banking,Chennai,Web
TXN100504,C1023,M573,4221.9,20,28,Credit Card,Chennai,POS Terminal
TXN100505,C1023,M533,4897.49,11,21,Net Banking,Chennai,Web
TXN100506,C1489,M535,2259.5,18,30,Net Banking,Kolkata,Android
TXN100507,C1003,M569,1664.75,11,2,Debit Card,Ahmedabad,POS Terminal
TXN100508,C1322,M542,459.11,10,13,Debit Card,Ahmedabad,iOS
TXN100509,C1289,M515,3046.31,14,26,Debit Card,Pune,POS Terminal
TXN100510,C1440,M558,4093.55,16,4,UPI,Ahmedabad,Android
TXN100511,C1432,M552,5296.46,14,13,Credit Card,Bengaluru,Web
TXN100512,C1470,M518,2566.51,13,16,Net Banking,Pune,Android
TXN100513,C1180,M540,1544.4,11,12,UPI,Kolkata,Android
TXN100514,C1247,M546,2387.95,18,13,UPI,Hyderabad,Android
TXN100515,C1115,M553,1811.21,8,23,UPI,Delhi,Android
TXN100516,C1278,M554,2688.94,14,29,Debit Card,Pune,Web
TXN100517,C1364,M518,1865.62,12,1,UPI,Chennai,Android
TXN100518,C1068,M561,1897.68,12,23,Credit Card,Bengaluru,Android
TXN100519,C1350,M558,2299.62,18,3,UPI,Ahmedabad,POS Terminal
TXN100520,C1253,M564,999.0,17,23,UPI,Bengaluru,Android
TXN100521,C1180,M567,1340.33,6,3,Net Banking,Kolkata,Web
TXN100522,C1317,M527,2122.43,17,12,Credit Card,Mumbai,POS Terminal
TXN100523,C1168,M517,3662.11,16,28,Debit Card,Mumbai,POS Terminal
TXN100524,C1312,M525,814.71,20,24,Net Banking,Mumbai,Android
TXN100525,C1248,M518,3784.78,7,4,Net Banking,Chennai,iOS
TXN100526,C1187,M554,3585.52,14,1,Net Banking,Hyderabad,Web
TXN100527,C1053,M556,716.75,13,17,UPI,Ahmedabad,Web
TXN100528,C1325,M505,3561.95,16,20,Credit Card,Bengaluru,POS Terminal
TXN100529,C1356,M500,988.35,7,9,UPI,Mumbai,Android
TXN100530,C1312,M507,1417.36,15,5,Net Banking,Mumbai,Web
TXN100531,C1137,M550,1969.75,15,29,UPI,Mumbai,iOS
TXN100532,C1167,M524,87682.7,2,21,Debit Card,Bengaluru,iOS
TXN100533,C1390,M546,3196.79,18,3,Credit Card,Mumbai,iOS
TXN100534,C1102,M554,6517.5,16,21,Net Banking,Ahmedabad,POS Terminal
TXN100535,C1421,M563,2146.13,20,7,Net Banking,Pune,POS Terminal
TXN100536,C1084,M509,5886.64,13,3,UPI,Mumbai,Web
TXN100537,C1316,M555,623.11,6,5,UPI,Kolkata,Web
TXN100538,C1211,M511,3198.48,14,12,Net Banking,Kolkata,iOS
TXN100539,C1002,M532,2117.09,19,3,Net Banking,Pune,Web
TXN100540,C1383,M570,860.55,19,1,Credit Card,Ahmedabad,Web
TXN100541,C1178,M516,36799.57,5,22,UPI,Ahmedabad,Web
TXN100542,C1341,M560,1956.75,17,3,Debit Card,Ahmedabad,Web
TXN100543,C1302,M509,4959.53,20,16,Credit Card,Bengaluru,Web
TXN100544,C1451,M530,1342.68,7,18,Debit Card,Bengaluru,Android
TXN100545,C1475,M559,7323.2,12,3,Credit Card,Kolkata,POS Terminal
TXN100546,C1331,M569,1242.78,17,29,Net Banking,Chennai,POS Terminal
TXN100547,C1037,M516,1555.11,12,5,UPI,Chennai,Web
TXN100548,C1498,M549,1047.0,15,5,Credit Card,Kolkata,Android
TXN100549,C1419,M536,3062.61,10,9,Net Banking,Kolkata,Android
TXN100550,C1238,M561,2613.43,16,12,Net Banking,Mumbai,iOS
TXN100551,C1168,M579,4496.59,12,16,Credit Card,Mumbai,Web
TXN100552,C1452,M571,2660.21,19,27,Credit Card,Bengaluru,Web
TXN100553,C1396,M576,3671.56,9,9,UPI,Chennai,Android
TXN100554,C1342,M528,3043.2,13,18,Net Banking,Chennai,Android
TXN100555,C1313,M531,3700.63,12,27,Net Banking,Mumbai,iOS
TXN100556,C1305,M579,2869.51,15,22,UPI,Hyderabad,POS Terminal
TXN100557,C1029,M510,2371.6,17,29,Net Banking,Ahmedabad,Android
TXN100558,C1189,M505,4544.31,9,25,Debit Card,Pune,Android
TXN100559,C1356,M534,1066.67,12,25,Net Banking,Mumbai,Web
TXN100560,C1024,M532,2890.64,11,11,Debit Card,Chennai,Web
TXN100561,C1111,M517,2057.11,9,22,UPI,Kolkata,Android
TXN100562,C1410,M536,1199.24,13,17,UPI,Chennai,POS Terminal
TXN100563,C1434,M512,3638.46,23,1,Credit Card,Pune,iOS
TXN100564,C1205,M573,4775.88,11,25,UPI,Bengaluru,iOS
TXN100565,C1184,M563,2919.65,11,3,Debit Card,Bengaluru,POS Terminal
TXN100566,C1381,M500,2339.47,15,5,UPI,Pune,Web
TXN100567,C1495,M562,2690.43,12,22,Debit Card,Kolkata,POS Terminal
TXN100568,C1378,M533,1204.22,17,1,UPI,Delhi,iOS
TXN100569,C1046,M509,555.81,11,15,Net Banking,Kolkata,Android
TXN100570,C1373,M506,1911.49,10,17,UPI,Delhi,Web
TXN100571,C1227,M555,3132.76,15,4,Credit Card,Bengaluru,Web
TXN100572,C1038,M579,1942.88,11,22,Debit Card,Chennai,POS Terminal
TXN100573,C1015,M536,2549.95,15,24,UPI,Chennai,Android
TXN100574,C1021,M528,5615.1,20,23,Net Banking,Kolkata,POS Terminal
TXN100575,C1212,M511,1908.12,19,14,Credit Card,Hyderabad,POS Terminal
TXN100576,C1309,M516,6167.75,22,2,Net Banking,Mumbai,Web
TXN100577,C1148,M547,3212.82,19,4,Credit Card,Pune,Web
TXN100578,C1455,M525,1014.92,12,5,Net Banking,Mumbai,POS Terminal
TXN100579,C1240,M511,2776.18,11,24,Net Banking,Hyderabad,iOS
TXN100580,C1271,M520,3363.0,17,7,Debit Card,Ahmedabad,Web
TXN100581,C1058,M541,2107.41,10,4,Net Banking,Hyderabad,POS Terminal
TXN100582,C1286,M560,2539.3,9,8,Credit Card,Ahmedabad,iOS
TXN100583,C1425,M557,3440.19,14,11,Net Banking,Bengaluru,POS Terminal
TXN100584,C1201,M553,5814.83,17,8,Debit Card,Chennai,iOS
TXN100585,C1031,M533,1007.65,11,4,Net Banking,Delhi,POS Terminal
TXN100586,C1442,M506,1029.69,16,11,Debit Card,Hyderabad,Web
TXN100587,C1161,M534,3085.43,20,12,Debit Card,Pune,POS Terminal
TXN100588,C1254,M514,2886.36,10,28,Credit Card,Chennai,Web
TXN100589,C1253,M564,1073.68,20,2,Net Banking,Hyderabad,POS Terminal
TXN100590,C1008,M524,1668.07,18,15,Credit Card,Kolkata,Android
TXN100591,C1464,M558,1751.48,17,14,Debit Card,Ahmedabad,POS Terminal
TXN100592,C1138,M578,2840.01,17,19,Credit Card,Kolkata,POS Terminal
TXN100593,C1479,M505,1790.81,14,21,Credit Card,Delhi,Web
TXN100594,C1009,M551,2530.47,13,30,Debit Card,Chennai,Web
TXN100595,C1213,M578,6292.32,19,17,Debit Card,Mumbai,POS Terminal
TXN100596,C1272,M520,1230.35,14,16,Credit Card,Pune,Web
TXN100597,C1323,M570,2310.99,13,5,Net Banking,Pune,Web
TXN100598,C1047,M531,1690.52,15,20,Debit Card,Hyderabad,Android
TXN100599,C1435,M552,2389.26,9,21,Debit Card,Hyderabad,Web
TXN100600,C1110,M558,2586.42,13,28,Net Banking,Mumbai,Web
TXN100601,C1152,M568,2934.17,8,28,UPI,Mumbai,POS Terminal
TXN100602,C1122,M561,2617.1,14,1,Debit Card,Pune,POS Terminal
TXN100603,C1404,M503,2237.0,16,10,UPI,Bengaluru,Web
TXN100604,C1356,M517,960.2,9,7,Net Banking,Mumbai,POS Terminal
TXN100605,C1101,M555,2868.38,15,10,Net Banking,Delhi,iOS
TXN100606,C1240,M523,3747.88,10,25,Net Banking,Hyderabad,Android
TXN100607,C1320,M565,886.57,13,16,Net Banking,Chennai,POS Terminal
TXN100608,C1190,M512,2502.24,13,5,Credit Card,Hyderabad,iOS
TXN100609,C1216,M561,1855.66,12,19,Credit Card,Hyderabad,Web
TXN100610,C1050,M553,2923.75,7,25,UPI,Delhi,Web
TXN100611,C1291,M514,2029.28,16,6,Net Banking,Delhi,POS Terminal
TXN100612,C1080,M568,1881.04,17,12,UPI,Pune,POS Terminal
TXN100613,C1488,M502,3791.26,11,6,UPI,Kolkata,Android
TXN100614,C1382,M536,5035.01,15,10,Net Banking,Kolkata,iOS
TXN100615,C1087,M536,2067.24,20,10,UPI,Bengaluru,POS Terminal
TXN100616,C1193,M502,2354.86,17,13,UPI,Ahmedabad,iOS
TXN100617,C1103,M562,4023.45,11,19,UPI,Pune,Web
TXN100618,C1270,M534,5740.54,19,30,UPI,Hyderabad,iOS
TXN100619,C1095,M551,2681.0,10,17,Credit Card,Kolkata,iOS
TXN100620,C1422,M527,1313.46,16,16,UPI,Pune,POS Terminal
TXN100621,C1378,M517,1021.86,20,4,Net Banking,Kolkata,Web
TXN100622,C1197,M535,1310.59,9,30,UPI,Pune,Web
TXN100623,C1000,M532,1226.77,15,20,Net Banking,Ahmedabad,iOS
TXN100624,C1494,M563,1432.85,17,3,Net Banking,Ahmedabad,Web
TXN100625,C1406,M525,963.81,19,29,Credit Card,Mumbai,Android
TXN100626,C1377,M547,3830.84,14,30,Credit Card,Kolkata,Web
TXN100627,C1166,M539,1082.31,15,27,UPI,Hyderabad,iOS
TXN100628,C1125,M516,4155.97,16,5,UPI,Hyderabad,iOS
TXN100629,C1312,M539,1256.3,16,13,Debit Card,Mumbai,Web
TXN100630,C1080,M506,2244.31,15,14,UPI,Pune,Android
TXN100631,C1417,M556,4640.45,14,9,Debit Card,Bengaluru,Web
TXN100632,C1250,M507,2477.3,21,9,Debit Card,Hyderabad,Android
TXN100633,C1168,M555,2935.91,22,8,Credit Card,Mumbai,POS Terminal
TXN100634,C1476,M530,2071.31,10,28,Net Banking,Chennai,Android
TXN100635,C1072,M558,1189.22,17,10,Debit Card,Delhi,POS Terminal
TXN100636,C1140,M557,6552.52,17,22,UPI,Ahmedabad,Android
TXN100637,C1069,M511,1018.99,12,29,Debit Card,Hyderabad,Android
TXN100638,C1261,M547,2051.51,18,20,Credit Card,Chennai,Android
TXN100639,C1339,M530,4363.99,11,30,Debit Card,Hyderabad,POS Terminal
TXN100640,C1307,M562,4802.82,16,18,Debit Card,Bengaluru,Android
TXN100641,C1244,M573,2517.22,21,12,Debit Card,Mumbai,iOS
TXN100642,C1002,M538,3059.42,14,13,Debit Card,Kolkata,Android
TXN100643,C1336,M575,3176.21,20,16,Debit Card,Ahmedabad,Android
TXN100644,C1062,M519,2061.29,13,26,Debit Card,Kolkata,iOS
TXN100645,C1048,M547,2020.64,17,3,Debit Card,Kolkata,Android
TXN100646,C1075,M570,2957.05,7,9,Credit Card,Mumbai,iOS
TXN100647,C1367,M553,3646.04,16,16,UPI,Chennai,Android
TXN100648,C1174,M577,2398.81,14,17,Credit Card,Chennai,POS Terminal
TXN100649,C1108,M574,1645.54,8,16,Debit Card,Delhi,POS Terminal
TXN100650,C1182,M570,2203.23,11,23,Debit Card,Pune,iOS
TXN100651,C1191,M528,2675.22,20,10,Net Banking,Pune,POS Terminal
TXN100652,C1064,M573,1870.01,15,22,Credit Card,Mumbai,Web
TXN100653,C1336,M572,2745.95,6,18,Debit Card,Ahmedabad,POS Terminal
TXN100654,C1450,M547,6326.86,14,21,Net Banking,Chennai,POS Terminal
TXN100655,C1473,M573,1168.12,17,2,Credit Card,Bengaluru,iOS
TXN100656,C1270,M555,5320.15,15,14,Debit Card,Hyderabad,Web
TXN100657,C1099,M516,2095.25,16,25,Net Banking,Kolkata,iOS
TXN100658,C1031,M508,1674.99,16,5,Net Banking,Delhi,Web
TXN100659,C1351,M533,1217.13,11,6,Debit Card,Bengaluru,Web
TXN100660,C1127,M544,4980.02,11,20,UPI,Pune,iOS
TXN100661,C1451,M508,1325.13,10,1,Debit Card,Kolkata,POS Terminal
TXN100662,C1401,M506,777.08,13,15,Net Banking,Bengaluru,Android
TXN100663,C1368,M515,3095.24,22,3,UPI,Delhi,Web
TXN100664,C1338,M518,4608.62,21,21,UPI,Hyderabad,iOS
TXN100665,C1042,M505,5801.78,16,19,Credit Card,Delhi,POS Terminal
TXN100666,C1371,M510,1871.48,18,24,UPI,Chennai,Web
TXN100667,C1418,M575,3023.26,15,18,Net Banking,Pune,iOS
TXN100668,C1487,M560,1021.08,13,28,Net Banking,Bengaluru,Web
TXN100669,C1077,M541,1317.06,15,15,Credit Card,Pune,iOS
TXN100670,C1313,M512,3852.64,12,18,Net Banking,Mumbai,Android
TXN100671,C1288,M511,2844.36,15,1,Net Banking,Chennai,Web
TXN100672,C1269,M573,2045.05,16,28,Net Banking,Hyderabad,Android
TXN100673,C1161,M519,3351.38,11,14,Credit Card,Pune,iOS
TXN100674,C1188,M549,1642.44,10,17,UPI,Bengaluru,Android
TXN100675,C1246,M535,2488.3,14,20,Credit Card,Hyderabad,Android
TXN100676,C1387,M568,1385.96,11,8,UPI,Bengaluru,iOS
TXN100677,C1215,M536,2641.8,16,24,Net Banking,Delhi,iOS
TXN100678,C1314,M511,3054.68,9,8,Debit Card,Chennai,Android
TXN100679,C1412,M539,9593.83,17,27,Credit Card,Mumbai,iOS
TXN100680,C1338,M553,4950.63,16,17,UPI,Hyderabad,POS Terminal
TXN100681,C1389,M501,1313.71,13,30,UPI,Kolkata,iOS
TXN100682,C1376,M549,1210.06,19,1,Net Banking,Ahmedabad,iOS
TXN100683,C1480,M540,2503.93,11,7,UPI,Chennai,Android
TXN100684,C1432,M544,3384.6,13,23,Net Banking,Bengaluru,POS Terminal
TXN100685,C1167,M508,3492.73,8,26,Net Banking,Pune,Web
TXN100686,C1338,M561,6420.52,18,14,Net Banking,Hyderabad,Android
TXN100687,C1192,M546,6006.77,16,21,UPI,Kolkata,POS Terminal
TXN100688,C1452,M504,3006.56,19,24,Debit Card,Bengaluru,Web
TXN100689,C1282,M575,3029.68,14,6,Credit Card,Kolkata,Web
TXN100690,C1335,M500,2414.48,18,17,UPI,Pune,POS Terminal
TXN100691,C1389,M543,1926.65,15,14,Credit Card,Kolkata,Web
TXN100692,C1487,M521,885.9,11,7,UPI,Bengaluru,Web
TXN100693,C1012,M537,1003.54,12,15,Net Banking,Ahmedabad,POS Terminal
TXN100694,C1239,M518,2840.64,12,8,Credit Card,Chennai,POS Terminal
TXN100695,C1319,M579,2688.48,14,28,Net Banking,Chennai,POS Terminal
TXN100696,C1445,M530,3651.83,10,24,UPI,Kolkata,Android
TXN100697,C1482,M566,1478.3,20,16,UPI,Delhi,POS Terminal
TXN100698,C1146,M541,941.73,12,10,Debit Card,Mumbai,Android
TXN100699,C1203,M525,977.99,16,29,Credit Card,Delhi,Android
TXN100700,C1079,M512,2667.73,15,9,UPI,Bengaluru,POS Terminal
TXN100701,C1378,M557,1121.01,14,19,UPI,Delhi,Web
TXN100702,C1042,M517,75579.24,4,30,Debit Card,Ahmedabad,Android
TXN100703,C1457,M566,2371.42,8,2,Debit Card,Hyderabad,Android
TXN100704,C1088,M502,3019.87,19,8,Debit Card,Hyderabad,Web
TXN100705,C1147,M554,930.69,20,30,Net Banking,Kolkata,Web
TXN100706,C1094,M557,2425.88,13,11,Debit Card,Kolkata,iOS
TXN100707,C1451,M562,1378.35,17,4,Debit Card,Bengaluru,iOS
TXN100708,C1427,M551,3733.22,15,18,Credit Card,Pune,Android
TXN100709,C1150,M523,1533.78,12,18,Net Banking,Mumbai,POS Terminal
TXN100710,C1001,M571,5191.8,15,2,Net Banking,Pune,Android
TXN100711,C1375,M508,886.12,16,5,UPI,Delhi,Android
TXN100712,C1021,M536,5234.22,9,14,Credit Card,Kolkata,Android
TXN100713,C1370,M552,3009.4,10,13,Debit Card,Delhi,Web
TXN100714,C1312,M579,963.63,16,8,Net Banking,Mumbai,Web
TXN100715,C1484,M523,1502.68,13,25,UPI,Bengaluru,POS Terminal
TXN100716,C1327,M520,1514.55,15,11,Credit Card,Delhi,iOS
TXN100717,C1006,M539,1227.16,11,22,Debit Card,Chennai,POS Terminal
TXN100718,C1205,M561,3963.61,18,8,Credit Card,Bengaluru,Web
TXN100719,C1439,M569,1268.71,11,15,Credit Card,Ahmedabad,POS Terminal
TXN100720,C1374,M568,3005.29,10,6,Debit Card,Delhi,Web
TXN100721,C1450,M513,118972.96,5,17,UPI,Pune,Android
TXN100722,C1113,M541,4372.7,11,11,Debit Card,Delhi,iOS
TXN100723,C1271,M549,2067.17,13,25,Net Banking,Mumbai,Web
TXN100724,C1082,M560,1743.47,10,26,Debit Card,Bengaluru,Web
TXN100725,C1178,M503,1523.03,20,7,Credit Card,Pune,iOS
TXN100726,C1209,M571,5654.89,12,2,UPI,Bengaluru,Android
TXN100727,C1499,M574,3621.12,12,3,Debit Card,Delhi,Android
TXN100728,C1463,M516,1444.27,13,18,Net Banking,Mumbai,POS Terminal
TXN100729,C1327,M556,1708.5,15,25,UPI,Delhi,Android
TXN100730,C1123,M547,3243.44,23,24,Credit Card,Pune,Web
TXN100731,C1480,M543,2010.67,19,21,Debit Card,Chennai,Web
TXN100732,C1112,M544,2579.36,15,20,UPI,Hyderabad,POS Terminal
TXN100733,C1011,M579,2096.22,11,23,UPI,Delhi,iOS
TXN100734,C1125,M532,146078.88,2,30,Credit Card,Kolkata,Web
TXN100735,C1052,M530,3961.77,17,14,UPI,Delhi,Android
TXN100736,C1330,M546,1382.54,14,9,UPI,Ahmedabad,Android
TXN100737,C1388,M505,1966.23,9,8,Net Banking,Ahmedabad,Web
TXN100738,C1282,M571,1646.66,12,24,UPI,Kolkata,Web
TXN100739,C1139,M570,1260.12,15,27,Debit Card,Ahmedabad,Android
